Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
8844,2023-09-05 10:21:47,Clothing,90,5,3356,Cash,56,0.0,Donna Jackson,56,Male,0
34747,2023-06-30 15:15:43,Clothing,255,4,3286,PayPal,43,0.0,James Mcintosh,43,Male,0
28575,2020-11-03 21:35:02,Home,306,4,4932,Credit Card,25,,Julie Williams,25,Male,0
40465,2022-07-03 09:51:08,Books,229,5,2614,Cash,45,1.0,Monica Beck,45,Female,0
27095,2023-08-06 16:08:00,Home,433,4,2137,Credit Card,57,1.0,Lisa Ramirez,57,Male,0
35445,2022-07-05 10:10:53,Home,451,2,1899,Cash,21,0.0,Kimberly Warren,21,Female,0
12073,2021-04-11 07:59:50,Clothing,119,2,469,PayPal,25,,Kenneth Case,25,Female,0
40800,2020-06-11 22:01:23,Clothing,92,1,2650,Credit Card,50,1.0,Julian Marshall,50,Male,0
23142,2023-06-14 10:27:38,Clothing,317,1,3904,Credit Card,54,0.0,Jean Russell,54,Male,0
40523,2020-02-10 12:13:14,Electronics,449,5,4707,Cash,58,0.0,Jacob Gallagher,58,Female,0
26533,2022-06-19 21:54:26,Home,121,5,4548,Cash,29,1.0,Eugene Lambert,29,Male,0
34639,2022-09-01 13:51:02,Clothing,493,1,2768,PayPal,28,1.0,Cory Snyder,28,Female,0
27289,2021-10-19 19:51:27,Electronics,276,5,1215,Credit Card,51,,Matthew Mitchell,51,Male,0
24934,2022-12-06 07:15:51,Books,255,3,5087,Cash,20,0.0,Jose Martinez,20,Male,1
17609,2022-05-12 03:19:14,Clothing,263,4,2542,PayPal,63,0.0,James Moore,63,Female,0
3031,2020-04-03 03:00:16,Electronics,17,2,5073,Cash,32,1.0,James Garcia,32,Male,0
38137,2021-10-27 21:38:18,Home,288,2,2971,Credit Card,39,1.0,Daniel Perry,39,Female,1
6530,2023-03-18 05:24:59,Clothing,224,5,1474,Cash,30,0.0,David Richardson DVM,30,Male,1
9089,2021-02-08 10:56:04,Home,118,5,4814,Credit Card,36,1.0,Hannah Hernandez,36,Male,0
29545,2021-06-20 08:40:01,Home,96,2,4907,PayPal,48,,Kelly Kim,48,Female,0
32194,2020-12-16 10:12:16,Clothing,329,3,4617,PayPal,38,0.0,Brandon Wilson,38,Male,0
21882,2023-04-19 21:17:59,Home,306,3,464,Credit Card,59,0.0,Angela Doyle,59,Male,0
47739,2022-03-21 02:00:25,Home,408,3,2534,PayPal,54,,Lindsey Gilbert,54,Female,0
27484,2021-01-06 11:43:03,Electronics,306,4,488,PayPal,50,1.0,Andrew Gonzalez,50,Male,0
25397,2022-08-14 09:49:20,Electronics,280,3,3837,Credit Card,37,,Emma Jones,37,Male,0
45476,2022-05-20 09:10:18,Books,444,2,4063,Cash,40,,Joshua Pacheco,40,Male,0
38888,2022-03-13 08:53:29,Home,376,1,2796,PayPal,55,0.0,Sabrina Jones,55,Female,0
910,2021-01-06 23:04:27,Electronics,403,5,4337,PayPal,20,1.0,Nathan Robles,20,Male,0
16032,2023-08-08 14:57:18,Books,398,5,4818,Credit Card,47,0.0,Sarah Thomas,47,Male,0
44384,2020-04-13 14:06:46,Books,20,3,1818,Cash,62,0.0,Kathleen Figueroa,62,Male,1
21137,2022-11-22 23:46:10,Electronics,424,1,3252,PayPal,21,1.0,Brenda Carter,21,Male,0
16644,2020-01-13 11:19:42,Home,427,3,1779,Credit Card,24,0.0,Olivia Rodriguez,24,Female,0
19369,2020-11-08 20:12:13,Clothing,266,2,2511,PayPal,24,,Samantha White,24,Female,0
18229,2023-04-26 08:58:08,Electronics,159,3,2741,PayPal,64,1.0,Jennifer Benjamin,64,Female,0
11149,2022-04-16 21:47:44,Clothing,210,3,2070,Credit Card,30,1.0,Jeremy King,30,Male,1
11025,2021-05-19 02:43:22,Books,175,3,4996,PayPal,23,0.0,Ryan Arroyo,23,Male,0
2878,2022-06-01 23:00:36,Books,86,4,3746,PayPal,59,1.0,Melinda Sandoval,59,Female,0
33167,2020-11-11 22:25:59,Books,89,1,3718,Credit Card,24,0.0,Kimberly Pham,24,Male,0
6207,2023-08-15 17:38:54,Home,330,5,1111,Cash,59,0.0,Samantha Smith,59,Female,0
39950,2022-03-05 09:02:57,Home,481,3,4210,PayPal,18,1.0,Mark Lewis,18,Male,0
13631,2021-07-24 11:23:21,Electronics,422,3,4984,Cash,27,0.0,Daniel Young,27,Male,0
14294,2022-11-04 14:21:08,Electronics,124,2,1780,PayPal,33,0.0,Kimberly Adams,33,Male,0
31234,2022-04-28 03:44:11,Electronics,129,2,3028,Credit Card,19,0.0,Tammy Smith,19,Male,0
11076,2020-03-01 07:20:42,Books,34,3,1047,Credit Card,52,1.0,Taylor Ward,52,Male,0
34825,2022-02-05 07:56:25,Clothing,312,4,1042,Cash,49,1.0,Brooke Johnson,49,Female,0
1516,2020-10-18 08:29:17,Clothing,25,2,3169,PayPal,53,1.0,Jill Mckay,53,Female,0
10728,2021-12-30 18:19:16,Home,479,3,1496,Cash,26,0.0,Brenda Moses,26,Female,0
11040,2022-03-13 21:31:27,Clothing,106,3,879,Cash,36,1.0,John Price,36,Male,1
34845,2023-04-26 01:12:53,Home,34,2,4186,PayPal,37,1.0,Derek Cruz,37,Female,1
39919,2020-12-25 19:45:28,Clothing,109,5,2192,PayPal,53,,Sarah Mcknight,53,Male,0
2551,2020-04-20 06:09:01,Books,127,2,3413,Cash,27,1.0,Kathy Jackson,27,Female,0
27594,2023-08-10 23:40:13,Electronics,281,5,4933,Cash,66,1.0,Casey Hubbard,66,Female,1
39310,2023-01-14 07:37:25,Books,201,3,1218,Credit Card,53,,Joshua Becker,53,Female,1
37516,2020-02-02 11:46:03,Home,263,1,2428,PayPal,59,1.0,James Freeman,59,Female,0
42782,2020-08-22 13:40:46,Electronics,56,3,4533,Credit Card,32,0.0,Lori Little,32,Female,0
6087,2023-08-12 08:48:06,Clothing,337,2,1884,Credit Card,49,0.0,Samantha Williams,49,Female,1
21161,2022-06-04 03:38:41,Home,170,1,2829,Credit Card,48,,Brent Long,48,Male,0
38647,2020-01-25 15:43:53,Books,251,4,3706,PayPal,36,0.0,Donna Ortiz,36,Female,0
6099,2023-06-15 13:01:29,Electronics,458,5,1022,Cash,66,,Grant Collins,66,Male,0
48355,2020-09-30 20:59:21,Electronics,60,1,2475,PayPal,26,0.0,Sherry Hammond,26,Male,0
26424,2021-09-29 21:29:37,Home,15,5,4122,Credit Card,23,,James Le,23,Male,0
32638,2022-08-14 18:54:08,Electronics,479,4,2609,Cash,32,,Dan Sanchez,32,Female,0
4873,2020-11-18 05:37:13,Books,262,4,3552,Cash,20,,Lisa Lawson,20,Male,0
37594,2021-05-13 22:18:14,Home,279,1,2229,Credit Card,34,1.0,Ashley Cook,34,Male,0
40163,2023-06-18 03:27:37,Electronics,106,3,967,PayPal,70,0.0,Thomas Williams,70,Female,0
37559,2023-08-06 18:37:05,Clothing,372,2,2845,Cash,39,,Kendra Guzman,39,Male,0
10057,2022-06-03 02:20:41,Electronics,153,3,614,Credit Card,67,1.0,Brandon Alexander,67,Female,0
18495,2020-09-05 03:46:25,Home,140,5,3197,Cash,22,1.0,Joseph Gilbert,22,Female,0
24741,2021-12-12 08:53:00,Home,193,4,3730,Credit Card,50,0.0,Steven Mcmillan,50,Female,0
20530,2020-04-03 13:34:17,Home,451,2,2870,PayPal,23,0.0,Raymond Wiley,23,Female,0
40824,2021-06-02 16:24:48,Books,279,4,2133,Cash,70,1.0,Brandon Clark,70,Male,1
13791,2022-12-20 22:30:08,Electronics,112,1,4540,Credit Card,47,1.0,Meghan Gardner,47,Male,0
13400,2020-10-07 06:50:25,Clothing,162,2,3003,Credit Card,23,0.0,Jodi Moon,23,Female,0
37467,2020-12-25 22:28:42,Electronics,52,4,1530,Credit Card,31,1.0,Kim Mueller,31,Female,0
43001,2020-08-06 07:49:52,Books,127,2,2357,PayPal,28,1.0,Brittney Myers,28,Male,0
24219,2023-08-07 06:02:32,Books,432,3,2746,Credit Card,66,1.0,Michelle Jackson,66,Female,0
29243,2023-04-09 16:38:22,Clothing,198,2,410,PayPal,22,1.0,Kevin Green,22,Female,0
27083,2020-06-04 11:14:28,Clothing,243,1,1026,PayPal,58,1.0,Janice Massey,58,Male,0
31630,2023-02-20 01:07:45,Electronics,500,2,2151,Cash,64,1.0,William Nguyen,64,Male,0
6226,2022-10-30 13:35:48,Clothing,142,4,914,Cash,60,,Mike Watson,60,Female,1
35825,2022-08-31 07:55:07,Home,74,3,3916,Cash,42,1.0,Dawn Miranda,42,Male,0
21288,2023-05-28 13:38:08,Home,350,2,2138,PayPal,42,0.0,Scott Hamilton,42,Male,0
30662,2021-11-19 15:17:12,Home,109,2,175,Cash,30,0.0,Keith Medina,30,Male,0
43508,2021-11-12 02:03:41,Electronics,227,4,2081,Cash,52,0.0,Margaret Davenport,52,Female,0
16138,2021-07-19 18:27:22,Home,15,3,4665,Cash,25,1.0,Shelia Palmer,25,Female,1
26661,2022-03-31 19:55:16,Books,287,1,504,PayPal,32,0.0,Michelle Lucas,32,Female,0
31629,2020-08-17 09:07:54,Home,260,3,3835,Credit Card,31,0.0,Patrick Gutierrez,31,Female,0
37177,2021-05-22 19:08:45,Books,313,1,3432,PayPal,36,0.0,Phillip Harris,36,Female,1
20318,2023-08-23 18:22:51,Electronics,381,2,918,Credit Card,27,1.0,Tara Davis,27,Female,0
5896,2023-09-04 05:27:10,Books,386,3,3347,PayPal,28,1.0,Corey Williams,28,Female,0
1193,2021-05-11 18:00:08,Home,321,1,1179,Cash,44,0.0,Xavier Wilson,44,Female,0
6851,2021-05-19 06:05:58,Home,250,4,1452,Credit Card,28,,Terri Sanders,28,Male,0
9673,2022-08-10 04:46:46,Books,393,2,3268,PayPal,23,1.0,Patrick Jenkins,23,Male,1
5540,2022-10-08 21:37:48,Books,299,2,4526,Cash,33,,Colleen Hinton,33,Female,0
13484,2022-04-07 06:23:40,Electronics,126,3,502,Cash,54,,Rachael Good,54,Female,0
44362,2022-10-04 08:16:47,Clothing,210,4,2402,PayPal,47,0.0,Erik Anderson,47,Male,0
4851,2021-02-27 03:19:09,Electronics,213,2,3406,Cash,26,0.0,Jeffery Hansen,26,Male,0
45343,2020-11-04 05:50:27,Electronics,72,2,250,Cash,21,1.0,Gordon Berg,21,Female,0
45711,2020-11-19 21:11:06,Clothing,444,3,4930,Cash,22,0.0,Thomas Garrison,22,Male,0
39826,2020-11-20 16:15:27,Clothing,164,3,3452,PayPal,49,,Craig Ford,49,Female,1
21327,2021-07-17 05:50:25,Clothing,428,1,4500,Credit Card,57,0.0,Mary Valdez,57,Female,0
25274,2020-01-08 20:34:44,Home,493,2,1078,PayPal,52,0.0,Kimberly Gardner,52,Female,0
38458,2022-01-18 05:54:12,Home,70,3,1605,Credit Card,57,0.0,Jordan Davis,57,Female,0
48586,2021-01-06 02:21:44,Books,174,5,4152,Cash,27,0.0,Heather Dorsey,27,Male,0
18977,2020-12-12 04:20:12,Clothing,54,3,1636,PayPal,32,0.0,Jennifer Thomas,32,Male,0
37571,2021-10-22 14:30:59,Books,460,4,2502,Cash,63,,Joseph Garcia,63,Male,0
39693,2021-06-25 19:52:00,Home,359,3,1234,Cash,62,0.0,Donna Harrison,62,Female,0
24039,2021-01-06 13:05:49,Clothing,439,4,5129,PayPal,31,1.0,Daniel Johnson,31,Female,0
15066,2022-10-01 02:21:41,Clothing,24,5,4166,Cash,39,0.0,Mary Mckee,39,Female,0
4241,2022-01-26 07:25:23,Clothing,358,4,1914,PayPal,42,0.0,John Howard,42,Male,0
30928,2022-06-05 18:34:04,Electronics,193,2,988,Credit Card,34,0.0,Jane Leblanc,34,Female,1
39202,2020-07-17 00:44:31,Electronics,202,3,4342,Credit Card,61,1.0,Jessica Kelly,61,Female,0
16575,2020-07-08 18:35:00,Home,444,5,1323,Cash,67,,Kelly Robertson,67,Male,0
16565,2021-04-09 19:52:51,Clothing,71,5,401,Cash,24,1.0,Michele Barr,24,Male,0
32641,2020-12-03 23:11:31,Clothing,159,3,2536,Cash,33,0.0,Micheal Wilson,33,Male,0
8239,2020-12-15 09:26:07,Clothing,472,5,1926,Cash,33,,Noah King,33,Female,0
47430,2022-02-01 18:39:00,Clothing,371,1,3163,Credit Card,54,0.0,Trevor Park,54,Female,0
6738,2020-08-17 13:38:34,Books,190,5,268,Credit Card,22,1.0,Sean Nguyen,22,Female,0
482,2023-03-28 21:04:15,Electronics,307,2,516,PayPal,68,,Renee Ramirez,68,Male,0
28733,2020-07-28 16:05:08,Electronics,127,4,2666,Cash,68,1.0,Adam Harris,68,Female,0
15038,2023-08-20 05:49:07,Home,305,2,461,PayPal,32,1.0,Tina Johnson,32,Male,0
49717,2021-06-02 07:13:17,Home,251,1,377,Cash,18,,Jessica Thomas,18,Male,0
49295,2023-06-16 19:11:29,Electronics,99,4,1493,Cash,54,1.0,Nathan Chapman,54,Male,0
36774,2022-09-13 23:16:25,Clothing,240,4,2518,Credit Card,64,0.0,Robert Schroeder,64,Male,0
21409,2022-11-24 08:07:02,Electronics,429,4,2962,Credit Card,65,1.0,Joan Kelly,65,Female,0
33956,2021-10-09 17:42:15,Clothing,482,4,2778,PayPal,25,1.0,Adrienne Levy,25,Male,1
8782,2021-09-24 06:42:14,Electronics,369,1,362,Credit Card,50,0.0,Susan Randolph,50,Female,0
41086,2022-09-05 06:42:09,Clothing,139,4,4322,PayPal,64,1.0,Keith Pham,64,Female,0
10214,2022-09-12 04:13:30,Clothing,296,3,2784,Cash,65,1.0,Lisa Ray,65,Male,0
23307,2020-12-29 06:01:51,Books,165,5,4905,PayPal,21,,Dr. Jessica Williams,21,Male,1
32298,2021-06-27 13:13:56,Books,83,4,1545,Credit Card,59,1.0,Tracy Dixon,59,Male,0
44301,2022-08-03 03:06:21,Electronics,438,4,4239,Credit Card,42,,Patrick Golden,42,Female,0
33693,2022-06-29 09:49:59,Books,497,3,1418,PayPal,36,,Veronica Anderson,36,Female,0
8655,2022-03-09 10:10:29,Electronics,384,2,4322,Cash,23,1.0,Marissa Lee,23,Female,0
9929,2022-07-09 06:44:31,Home,18,4,4540,PayPal,29,1.0,Michael King,29,Male,1
7728,2022-09-14 05:55:56,Clothing,70,3,4861,PayPal,55,1.0,Mary White,55,Male,0
14215,2022-05-24 02:25:40,Clothing,401,3,1209,PayPal,66,0.0,Andrew Sullivan,66,Female,0
36843,2020-10-07 17:10:05,Clothing,425,1,2030,Cash,70,0.0,Joan Bell,70,Female,0
12960,2020-11-05 22:45:14,Books,497,1,1068,Cash,38,1.0,Patrick Fleming,38,Male,1
10543,2021-04-14 19:03:21,Home,40,1,1708,Cash,31,,Isaiah Jimenez,31,Male,0
14887,2023-07-01 20:27:39,Books,112,4,666,Credit Card,33,1.0,Richard Price,33,Male,0
17208,2021-03-31 19:16:22,Books,121,3,3266,Credit Card,19,0.0,Charles Diaz,19,Male,0
4725,2021-11-30 18:52:48,Electronics,346,2,2785,PayPal,33,1.0,Rachel Case,33,Female,0
8001,2020-04-19 02:25:29,Clothing,339,1,2002,Cash,44,1.0,Kristin Torres,44,Female,0
6857,2022-08-16 04:51:19,Clothing,422,3,710,Cash,21,1.0,Andrew Dunn,21,Male,0
35456,2021-07-17 05:21:07,Electronics,419,5,2390,Credit Card,52,1.0,Monica Griffin,52,Female,0
38374,2020-08-30 17:44:10,Books,449,4,2091,Credit Card,57,0.0,Kari Green,57,Female,0
28916,2023-04-25 14:08:09,Home,332,3,4179,Credit Card,38,,Tammy Hill,38,Male,0
27720,2023-09-07 14:57:29,Clothing,439,4,1197,Cash,42,0.0,Krista Gutierrez,42,Female,0
44778,2021-06-10 22:29:43,Clothing,382,5,2279,Credit Card,37,1.0,Dana Wallace,37,Male,1
3142,2023-01-02 20:39:19,Home,95,2,4148,PayPal,61,0.0,Tina Mcknight,61,Male,0
2087,2020-06-11 22:41:18,Home,415,1,4039,PayPal,42,1.0,Jorge Wallace,42,Female,0
19088,2023-01-21 01:22:05,Books,401,2,941,Credit Card,28,1.0,Darren Dennis,28,Female,1
30551,2021-06-10 21:34:40,Home,334,2,4591,PayPal,38,,Charles Palmer,38,Female,0
15087,2020-10-09 10:55:44,Books,113,4,3770,Cash,30,0.0,Janice Moon,30,Male,0
27434,2022-11-07 15:47:08,Electronics,236,1,874,PayPal,68,,Carol Donaldson,68,Male,0
16938,2023-07-12 21:50:40,Home,339,5,4367,PayPal,18,1.0,Emily Edwards,18,Female,0
27105,2022-04-30 20:54:18,Home,201,4,3771,Cash,57,0.0,Scott Brown,57,Female,1
3250,2021-01-30 17:15:42,Books,158,2,4218,Cash,41,1.0,Brittany Johnson,41,Male,0
33981,2021-09-27 06:36:39,Clothing,184,4,5174,Cash,46,1.0,Krystal Porter,46,Female,0
29865,2021-04-26 12:29:20,Electronics,496,5,2569,PayPal,52,0.0,Katelyn Lopez,52,Male,0
4127,2020-01-14 16:31:42,Books,233,3,4971,Credit Card,55,0.0,Justin Silva,55,Male,0
49924,2020-07-20 04:59:39,Clothing,263,5,4354,PayPal,35,1.0,Michael Fisher,35,Female,0
2448,2020-09-04 12:29:59,Clothing,260,4,4588,Cash,59,,Valerie Matthews,59,Female,0
108,2020-11-03 13:34:54,Home,131,1,4858,Credit Card,53,0.0,Kristin Harrison,53,Male,0
35539,2020-03-05 23:45:02,Electronics,18,3,4133,PayPal,21,1.0,Preston Khan,21,Female,0
511,2023-03-08 04:56:49,Clothing,233,2,786,Cash,34,1.0,Elizabeth Ayala,34,Female,0
2186,2023-05-16 01:30:05,Books,162,5,3299,Credit Card,33,1.0,Leslie Benjamin,33,Male,0
